amp-wp-title,amp-wp-title href,large-screen-excerpt
Sangli to Ratnagiri,https://bustimings.in/msrtc/sangli-ratnagiri/amp/,Dep. Time Route Name Bus service type 06:00 TASGAON to RATNAGIRI DAY ORDINARY 07:30 MIRAJ to GANPATIPULE via ARE WARE…
RATNAGIRI to SANGLI,https://bustimings.in/msrtc/ratnagiri-sangli/amp/,Dep. Time Route Name Bus service type 05:30 RATNAGIRI to JAT via SANGLI ORDINARY EXPRESS 13:30 RATNAGIRI to TASGAON DAY…
NANDED to WASHIM,https://bustimings.in/msrtc/nanded-washim/amp/,Dep. Time Route Name Bus service type 05:15 NANDED to AKOLA ORDINARY EXPRESS 06:00 HYDERABAD to AKOLA DAY ORDINARY 06:30…
NASIK to THANE,https://bustimings.in/msrtc/nasik-thane/amp/,Dep. Time Route Name Bus service type 07:00 SHIRDI to PAREL SEMI LUXURY 07:16 TRIMBAKESHWAR to MUMBAI CENTRAL SEMI LUXURY…
SANGLI to THANE,https://bustimings.in/msrtc/sangli-thane/amp/,"Dep. Time Route Name Bus service type 08:30 MIRAJ to BORIVALI NANCY COLONY via SWARGATE, PUNE SEMI LUXURY 09:15 MIRAJ…"
SOLAPUR to SHIRDI,https://bustimings.in/msrtc/solapur-shirdi/amp/,Dep. Time Route Name Bus service type 05:30 SOLAPUR to MALEGAON SEMI LUXURY 08:45 SOLAPUR to NASIK CBS via SHIRDI…
NANDED to YAVATMAL,https://bustimings.in/msrtc/nanded-yavatmal/amp/,Dep. Time Route Name Bus service type 05:00 NANDED to NAGPUR via DIGRAS DAY ORDINARY 06:00 NANDED to NAGPUR via…
Latur to Hingoli,https://bustimings.in/msrtc/latur-hingoli/amp/,Dep. Time Route Name Bus service type 05:00 LATUR to AMRAVATI via AHMADPUR ORDINARY EXPRESS 05:30 LATUR to KALAMNOORI DAY…
Washim to Dhule,https://bustimings.in/msrtc/washim-dhule/amp/,Dep. Time Route Name Bus service type 07:14 KARANJA to DHULE via RISOD DAY ORDINARY
Solapur to Satara,https://bustimings.in/msrtc/solapur-satara/amp/,Dep. Time Route Name Bus service type 07:00 AKKALKOT MANDIR to MAHAD via SATARA ORDINARY EXPRESS 07:30 SOLAPUR to SATARA…
Sangli to Shirdi,https://bustimings.in/msrtc/sangli-shirdi/amp/,Dep. Time Route Name Bus service type 05:45 SANGLI to KOKAMTHAN ORDINARY EXPRESS
Satara to Solapur,https://bustimings.in/msrtc/satara-solapur/amp/,Dep. Time Route Name Bus service type 05:30 SATARA to SOLAPUR via KHATAV ORDINARY EXPRESS 06:15 WAI to SOLAPUR ORDINARY…
Parbhani to Thane,https://bustimings.in/msrtc/parbhani-thane/amp/,Dep. Time Route Name Bus service type Quota Type 18:45 PARBHANI to MUMBAI CENTRAL SEMI LUXURY General
Sangli to Nasik,https://bustimings.in/msrtc/sangli-nasik/amp/,Dep. Time Route Name Bus service type 05:00 SANGLI to NASIK CBS via SHIVAJI NAGAR PUNE SEMI LUXURY 06:00 MIRAJ…
Jalna to Shirdi,https://bustimings.in/msrtc/jalna-shirdi/amp/,Dep. Time Route Name Bus service type 07:00 KARANJA to SHIRDI ORDINARY EXPRESS 08:30 WASHIM to SHIRDI ORDINARY EXPRESS 09:45…
Yavatmal to Jalna,https://bustimings.in/msrtc/yavatmal-jalna/amp/,Dep. Time Route Name Bus service type 06:00 NAGPUR to AURANGABAD via YAVATMAL ORDINARY EXPRESS 06:30 YAVATMAL to JALNA ORDINARY…
Solapur to Thane,https://bustimings.in/msrtc/solapur-thane/amp/,Dep. Time Route Name Bus service type 07:45 SOLAPUR to BORIVALI SUKURWADI SEMI LUXURY 09:30 SOLAPUR to BHIVANDI ORDINARY EXPRESS…
Hingoli to Nagpur,https://bustimings.in/msrtc/hingoli-nagpur/amp/,Dep. Time Route Name Bus service type 07:20 AMBAJOGAI to NAGPUR ORDINARY EXPRESS 08:00 PARBHANI to NAGPUR SEMI LUXURY 19:30…
Yavatmal to Dhule,https://bustimings.in/msrtc/yavatmal-dhule/amp/,Dep. Time Route Name Bus service type 10:00 YAVATMAL to DHULE ORDINARY EXPRESS
Washim to Parbhani,https://bustimings.in/msrtc/washim-parbhani/amp/,Dep. Time Route Name Bus service type 06:00 AMRAVATI to PANDHARPUR DAY ORDINARY 09:15 AKOLA to PANDHARPUR ORDINARY EXPRESS 09:30…
parbhani to kolhapur,https://bustimings.in/msrtc/parbhani-kolhapur/amp/,Dep. Time Route Name Bus service type 05:00 PARBHANI to KOLHAPUR DAY ORDINARY 11:45 HINGOLI to KOLHAPUR SEMI LUXURY 17:00…
sangli to solapur,https://bustimings.in/msrtc/sangli-solapur/amp/,Dep. Time Route Name Bus service type 05:00 SANGLI to HYDERABAD ORDINARY EXPRESS 05:00 KOLHAPUR to SOLAPUR ORDINARY EXPRESS 06:30…
Jalna to Pune,https://bustimings.in/msrtc/jalna-pune/amp/,Dep. Time Route Name Bus service type 06:00 JAFRABAD to SHIVAJI NAGAR PUNE via AURANGABAD ORDINARY EXPRESS 06:00 JALNA to…
Washim to Nanded,https://bustimings.in/msrtc/washim-nanded/amp/,Dep. Time Route Name Bus service type 05:30 AMRAVATI to KANDHAR ORDINARY EXPRESS 06:30 AKOLA to HYDERABAD DAY ORDINARY 07:00…
Wardha to Nagpur,https://bustimings.in/msrtc/wardha-nagpur/amp/,Dep. Time Route Name Bus service type 05:30 MAHUR to TUMSAR ORDINARY EXPRESS 06:00 MAHUR to SAKOLI via WARDHA ORDINARY…
Wardha to Yavatmal,https://bustimings.in/msrtc/wardha-yavatmal/amp/,Dep. Time Route Name Bus service type 05:00 NAGPUR to UMARKHED via JAWALA ORDINARY EXPRESS 05:45 NAGPUR to MAHUR ORDINARY…
Nanded to Satara,https://bustimings.in/msrtc/nanded-satara/amp/,Dep. Time Route Name Bus service type 07:30 NANDED to SATARA ORDINARY EXPRESS
Shirdi to Dhule,https://bustimings.in/msrtc/shirdi-dhule/amp/,Dep. Time Route Name Bus service type 06:00 SHIRDI to BHUSAVAL DAY ORDINARY 14:30 SHIRDI to BHUSAVAL DAY ORDINARY 16:00…
Thane to Shirdi,https://bustimings.in/msrtc/thane-shirdi/amp/,Service No Trip Route Trip Timings Bus Type 5047 NLR - VSP(HIRE) 00:45 → 07:00 SUPER LUXURY 4278 GNT -…
Satara to Latur,https://bustimings.in/msrtc/satara-latur/amp/,Dep. Time Route Name Bus service type 07:30 SATARA to NANDED ORDINARY EXPRESS 09:00 SATARA to AUSA via BARSHI ORDINARY…
Pune to Yavatmal,https://bustimings.in/msrtc/pune-yavatmal/amp/,Dep. Time Route Name Bus service type 14:30 CHINCHWAD to YAVATMAL via WASHIM SEMI LUXURY
Shirdi to Jalna,https://bustimings.in/msrtc/shirdi-jalna/amp/,Dep. Time Route Name Bus service type 06:45 KOPARGAON to MAHUR DAY ORDINARY 08:30 SHIRDI to WASHIM ORDINARY EXPRESS 09:15…
Parbhani to Chandrapur,https://bustimings.in/msrtc/parbhani-chandrapur/amp/,Dep. Time Route Name Bus service type 06:30 PARBHANI to CHANDRAPUR DAY ORDINARY 07:15 PARALI to RAJURA DAY ORDINARY 17:30…
Jalna to Osmanabad,https://bustimings.in/msrtc/jalna-osmanabad/amp/,Dep. Time Route Name Bus service type 07:45 JALNA to AKKALKOT ORDINARY EXPRESS 08:01 SHEGAON to TULJAPUR via BEED DAY…
Nandurbar to Pune,https://bustimings.in/msrtc/nandurbar-pune/amp/,Dep. Time Route Name Bus service type 05:00 NANDURBAR to SHIVAJI NAGAR PUNE via DAPODI ORDINARY EXPRESS 06:30 NANDURBAR to…
Parbhani to Yavatmal,https://bustimings.in/msrtc/parbhani-yavatmal/amp/,Dep. Time Route Name Bus service type 06:30 PARBHANI to CHANDRAPUR DAY ORDINARY 06:30 BEED to YAVATMAL ORDINARY EXPRESS 07:15…
Nasik to Jalna,https://bustimings.in/msrtc/nasik-jalna/amp/,Dep. Time Route Name Bus service type 04:00 NASIK CBS to KALAMNOORI via AURANGABAD DAY ORDINARY 05:45 NASIK CBS to…
Hingoli to Pune,https://bustimings.in/msrtc/hingoli-pune/amp/,Dep. Time Route Name Bus service type 06:00 HINGOLI to SHIVAJI NAGAR PUNE DAY ORDINARY 06:30 KALAMNOORI to CHINCHWAD DAY…
Jalna to Nagpur,https://bustimings.in/msrtc/jalna-nagpur/amp/,Dep. Time Route Name Bus service type 05:50 AURANGABAD to NAGPUR SEMI LUXURY 06:00 AURANGABAD to NAGPUR via YAVATMAL ORDINARY…
Solapur to Jalna,https://bustimings.in/msrtc/solapur-jalna/amp/,Dep. Time Route Name Bus service type 07:00 SOLAPUR to JALGAON ORDINARY EXPRESS 07:45 SOLAPUR to MALKAPUR ORDINARY EXPRESS
Pune to Nanded,https://bustimings.in/msrtc/pune-nanded/amp/,Dep. Time Route Name Bus service type 07:30 SHIVAJI NAGAR PUNE to NANDED ORDINARY EXPRESS 15:15 CHINCHWAD to UMARKHED NIGHT…
Washim to Jalna,https://bustimings.in/msrtc/washim-jalna/amp/,Dep. Time Route Name Bus service type 06:00 WASHIM to CIDCO AURANGABAD via NAVA ORDINARY EXPRESS 06:45 PANDHARKAWADA to CIDCO…
Nagpur to Jalna,https://bustimings.in/msrtc/nagpur-jalna/amp/,Dep. Time Route Name Bus service type 04:30 NAGPUR to AMBAD ORDINARY EXPRESS 04:30 NAGPUR to CIDCO AURANGABAD ORDINARY EXPRESS…
Kolhapur to Osmanabad,https://bustimings.in/msrtc/kolhapur-osmanabad/amp/,Dep. Time Route Name Bus service type 06:45 KOLHAPUR to OSMANABAD DAY ORDINARY 14:30 KOLHAPUR to OSMANABAD DAY ORDINARY 21:00…
Yavatmal to Nanded,https://bustimings.in/msrtc/yavatmal-nanded/amp/,Dep. Time Route Name Bus service type 05:00 NAGPUR to KANDHAR ORDINARY EXPRESS 06:30 YAVATMAL to NANDED ORDINARY EXPRESS 06:30…
Nasik to Pune,https://bustimings.in/msrtc/nasik-pune/amp/,Dep. Time Route Name Bus service type 00:01 NASHIK MELA STAND to SHIVAJI NAGAR PUNE via SANGAMNER BY PASS SEMI…
Solapur to Sangli,https://bustimings.in/msrtc/solapur-sangli/amp/,Dep. Time Route Name Bus service type 04:45 SOLAPUR to KOLHAPUR ORDINARY EXPRESS 06:15 AKKALKOT MANDIR to ISLAMPUR via MIRAJ…
Dhule to Parbhani,https://bustimings.in/msrtc/dhule-parbhani/amp/,"Sorry, no buses found in this route"
Parbhani to Latur,https://bustimings.in/msrtc/parbhani-latur/amp/,Dep. Time Route Name Bus service type 05:30 PARBHANI to LATUR via PALSHI DAY ORDINARY 06:00 PARBHANI to LATUR via…
Satara to Thane,https://bustimings.in/msrtc/satara-thane/amp/,"Dep. Time Route Name Bus service type 08:30 MIRAJ to BORIVALI NANCY COLONY via SWARGATE, PUNE SEMI LUXURY 18:15 MIRAJ…"
Thane to Ratnagiri,https://bustimings.in/msrtc/thane-ratnagiri/amp/,Dep. Time Route Name Bus service type 05:00 BHIVANDI to RATNAGIRI via KHED ORDINARY EXPRESS 07:00 VASAI to RATNAGIRI ORDINARY…
Latur to Nagpur,https://bustimings.in/msrtc/latur-nagpur/amp/,Dep. Time Route Name Bus service type 07:00 LATUR to NAGPUR via ARNI SEMI LUXURY 15:00 SOLAPUR to NAGPUR SEMI…
Solapur to Nasik,https://bustimings.in/msrtc/solapur-nasik/amp/,Dep. Time Route Name Bus service type 06:00 SOLAPUR to NASIK CBS via SANGAMNER ORDINARY EXPRESS 07:30 SOLAPUR to NASIK…
Pune to Satara,https://bustimings.in/msrtc/pune-satara/amp/,Dep. Time Route Name Bus service type 04:00 PUNE RLY. STN. to SAWANTWADI DAY ORDINARY 04:30 BHIVANDI to BIJAPUR ORDINARY…
Solapur to Latur,https://bustimings.in/msrtc/solapur-latur/amp/,Dep. Time Route Name Bus service type 05:30 SANGLI to LATUR ORDINARY EXPRESS 06:00 PANDHARPUR to MUKHED via AUSA ORDINARY…
Nanded to Chandrapur,https://bustimings.in/msrtc/nanded-chandrapur/amp/,Dep. Time Route Name Bus service type 07:00 NANDED to GADCHIROLI DAY ORDINARY
Satara to Pune,https://bustimings.in/msrtc/satara-pune/amp/,"Dep. Time Route Name Bus service type 04:30 KOLHAPUR to AURANGABAD via SWARGATE, PUNE SEMI LUXURY 05:30 SATARA to SWARGATE,…"
Yavatmal to Latur,https://bustimings.in/msrtc/yavatmal-latur/amp/,Dep. Time Route Name Bus service type 07:30 YAVATMAL to PANDHARPUR ORDINARY EXPRESS 07:45 WARDHA to LATUR ORDINARY EXPRESS 08:30…
Sangli to Kolhapur,https://bustimings.in/msrtc/sangli-kolhapur/amp/,"Sorry, no buses found in this route"
Nanded to Solapur,https://bustimings.in/msrtc/nanded-solapur/amp/,Dep. Time Route Name Bus service type 04:45 NANDED to SOLAPUR ORDINARY EXPRESS 07:30 YAVATMAL to PANDHARPUR ORDINARY EXPRESS 07:45…
Solapur to Kolhapur,https://bustimings.in/msrtc/solapur-kolhapur/amp/,Dep. Time Route Name Bus service type 04:45 SOLAPUR to KOLHAPUR ORDINARY EXPRESS 05:30 SOLAPUR to SAMBHAJINAGAR via SANGOLA ORDINARY…
Ratnagiri to Pune,https://bustimings.in/msrtc/ratnagiri-pune/amp/,Dep. Time Route Name Bus service type 06:00 RATNAGIRI to PUNE RLY. STN. SEMI LUXURY 07:45 RATNAGIRI to NIGDI via…
Chandrapur to Nagpur,https://bustimings.in/msrtc/chandrapur-nagpur/amp/,Dep. Time Route Name Bus service type 05:30 RAJURA to NAGPUR ORDINARY EXPRESS 05:30 RAJURA to SAKOLI via NAGPUR ORDINARY…
Nagpur to Wardha,https://bustimings.in/msrtc/nagpur-wardha/amp/,Dep. Time Route Name Bus service type 05:30 TIRODA to YAVATMAL ORDINARY EXPRESS 06:15 GONDIA to YAVATMAL ORDINARY EXPRESS 07:00…
Solapur to Pune,https://bustimings.in/msrtc/solapur-pune/amp/,"Dep. Time Route Name Bus service type 05:00 SOLAPUR to SWARGATE, PUNE ORDINARY EXPRESS 05:15 AKKALKOT to SWARGATE, PUNE ORDINARY…"
Sangli to Pune,https://bustimings.in/msrtc/sangli-pune/amp/,Dep. Time Route Name Bus service type 05:00 SANGLI to NASIK CBS via SHIVAJI NAGAR PUNE SEMI LUXURY 05:00 VISHRAM…
Latur to Nanded,https://bustimings.in/msrtc/latur-nanded/amp/,Dep. Time Route Name Bus service type 04:30 LATUR to NANDED via SHIRUR TAJBAND DAY ORDINARY 05:00 LATUR to AMRAVATI…
Chandrapur to Gadchiroli,https://bustimings.in/msrtc/chandrapur-gadchiroli/amp/,Dep. Time Route Name Bus service type 06:15 CHANDRAPUR to WADSA DAY ORDINARY 06:15 CHANDRAPUR to GADCHIROLI via UPARI DAY…
Nanded to Latur,https://bustimings.in/msrtc/nanded-latur/amp/,Dep. Time Route Name Bus service type 05:15 NANDED to LATUR via SHIRUR TAJBAND DAY ORDINARY 05:45 HADGAON to PANDHARPUR…
Kolhapur to Pune,https://bustimings.in/msrtc/kolhapur-pune/amp/,"Dep. Time Route Name Bus service type 04:30 KOLHAPUR to AURANGABAD via SWARGATE, PUNE SEMI LUXURY 05:01 KOLHAPUR to SWARGATE,…"
Nasik to Nandurbar,https://bustimings.in/msrtc/nasik-nandurbar/amp/,Dep. Time Route Name Bus service type 05:30 NASIK CBS to AKKALKUWA ORDINARY EXPRESS 06:00 NASIK CBS to NANDURBAR via…
Pune to Kolhapur,https://bustimings.in/msrtc/pune-kolhapur/amp/,Dep. Time Route Name Bus service type 04:00 PUNE RLY. STN. to SAWANTWADI DAY ORDINARY 04:30 SHIVAJI NAGAR PUNE to…
Pune to Jalna,https://bustimings.in/msrtc/pune-jalna/amp/,Dep. Time Route Name Bus service type 05:00 CHINCHWAD to KALAMNOORI DAY ORDINARY 05:30 PIMPRI CHINCHVAD to AKOT via AKOLA…
Pune to Osmanabad,https://bustimings.in/msrtc/pune-osmanabad/amp/,Dep. Time Route Name Bus service type 08:00 SHIVAJI NAGAR PUNE to OSMANABAD via YAVAT ORDINARY EXPRESS 09:00 SHIVAJI NAGAR…
Pune to Ratnagiri,https://bustimings.in/msrtc/pune-ratnagiri/amp/,"Dep. Time Route Name Bus service type 05:45 SWARGATE, PUNE to RATNAGIRI DAY ORDINARY 06:45 NIGDI to RATNAGIRI via BHOR…"
Pune to Parbhani,https://bustimings.in/msrtc/pune-parbhani/amp/,Dep. Time Route Name Bus service type 05:30 SHIVAJI NAGAR PUNE to PARBHANI via TISGAON DAY ORDINARY 06:30 SHIVAJI NAGAR…
Pune to Solapur,https://bustimings.in/msrtc/pune-solapur/amp/,"Dep. Time Route Name Bus service type 00:30 SWARGATE, PUNE to SOLAPUR ORDINARY EXPRESS 05:00 SWARGATE, PUNE to SOLAPUR ORDINARY…"
Pune to Dhule,https://bustimings.in/msrtc/pune-dhule/amp/,Dep. Time Route Name Bus service type 05:15 SHIVAJI NAGAR PUNE to AMALNER ORDINARY EXPRESS 06:30 SHIVAJI NAGAR PUNE to…
Kolhapur to Ratnagiri,https://bustimings.in/msrtc/kolhapur-ratnagiri/amp/,Dep. Time Route Name Bus service type 01:00 KOLHAPUR to RAHATAGHAR DAY ORDINARY 05:30 KOLHAPUR to MALGUND ORDINARY EXPRESS 06:00…
Pune to Latur,https://bustimings.in/msrtc/pune-latur/amp/,Dep. Time Route Name Bus service type 00:30 SHIVAJI NAGAR PUNE to LATUR SEMI LUXURY 04:30 SHIVAJI NAGAR PUNE to…
Ratnagiri to Kolhapur,https://bustimings.in/msrtc/ratnagiri-kolhapur/amp/,Dep. Time Route Name Bus service type 07:00 RAHATAGHAR to BELGAUM ORDINARY EXPRESS 08:00 GANPATIPULE to GADHINGLAJ ORDINARY EXPRESS 08:01…
SHIRDI TO WASHIM,https://bustimings.in/msrtc/shirdi-washim/amp/,Dep. Time Route Name Bus service type 08:30 SHIRDI to WASHIM ORDINARY EXPRESS 09:15 SHIRDI to MANGRULPIR ORDINARY EXPRESS
SHIRDI TO PUNE,https://bustimings.in/msrtc/shirdi-pune/amp/,Dep. Time Route Name Bus service type 05:00 SHIRDI to SHIVAJI NAGAR PUNE via LONI SEMI LUXURY 05:45 SHIRDI to…
OSMANABAD TO SHIRDI,https://bustimings.in/msrtc/osmanabad-shirdi/amp/,Dep. Time Route Name Bus service type 17:00 TULJAPUR to NASIK CBS via SHIRDI NIGHT EXPRESS 18:29 TULJAPUR to NASIK…
PALGHAR TO NASIK,https://bustimings.in/msrtc/palghar-nasik/amp/,Dep. Time Route Name Bus service type 06:15 PALGHAR to NASIK CBS via WADA DAY ORDINARY 08:15 PALGHAR to NASIK…
OSMANABAD TO PARBHANI,https://bustimings.in/msrtc/osmanabad-parbhani/amp/,Dep. Time Route Name Bus service type 13:00 OSMANABAD to PARBHANI via UPLA DAY ORDINARY 14:00 TULJAPUR to PARBHANI DAY…
OSMANABAD TO NASIK,https://bustimings.in/msrtc/osmanabad-nasik/amp/,Dep. Time Route Name Bus service type 06:00 TULJAPUR to NASIK CBS via SANGAMNER ORDINARY EXPRESS 08:30 TULJAPUR to NASIK…
OSMANABAD TO KOLHAPUR,https://bustimings.in/msrtc/osmanabad-kolhapur/amp/,Dep. Time Route Name Bus service type 05:30 OSMANABAD to KOLHAPUR via TULJAPUR ORDINARY EXPRESS 08:15 OSMANABAD to KOLHAPUR DAY…
OSMANABAD TO JALNA,https://bustimings.in/msrtc/osmanabad-jalna/amp/,Dep. Time Route Name Bus service type 07:00 TULJAPUR to SHEGAON via BEED ORDINARY EXPRESS
NASIK TO YAVATMAL,https://bustimings.in/msrtc/nasik-yavatmal/amp/,Dep. Time Route Name Bus service type 14:00 MUMBAI CENTRAL to YAVATMAL NIGHT EXPRESS
NASIK TO SOLAPUR,https://bustimings.in/msrtc/nasik-solapur/amp/,Dep. Time Route Name Bus service type 06:00 NASIK CBS to SOLAPUR via KURDUWADI ORDINARY EXPRESS 06:30 NASIK CBS to…
NASIK TO SANGLI,https://bustimings.in/msrtc/nasik-sangli/amp/,Dep. Time Route Name Bus service type 03:45 NASIK CBS to MIRAJ ORDINARY EXPRESS 05:00 NASIK CBS to SANGLI via…
NASIK TO PALGHAR,https://bustimings.in/msrtc/nasik-palghar/amp/,Dep. Time Route Name Bus service type 12:45 NASIK CBS to PALGHAR via WADA DAY ORDINARY 15:00 NASIK CBS to…
NANDURBAR TO SHIRDI,https://bustimings.in/msrtc/nandurbar-shirdi/amp/,Dep. Time Route Name Bus service type 05:00 NANDURBAR to PANDHARPUR ORDINARY EXPRESS 06:30 NANDURBAR to SHIVAJI NAGAR PUNE ORDINARY…
NANDED TO PUNE,https://bustimings.in/msrtc/nanded-pune/amp/,Dep. Time Route Name Bus service type 06:00 NANDED to SHIVAJI NAGAR PUNE ORDINARY EXPRESS 14:00 NANDED to MUMBAI CENTRAL…
NANDED TO OSMANABAD,https://bustimings.in/msrtc/nanded-osmanabad/amp/,Dep. Time Route Name Bus service type 04:45 NANDED to SOLAPUR ORDINARY EXPRESS 10:00 NANDED to SOLAPUR ORDINARY EXPRESS 11:00…
NANDED TO NAGPUR,https://bustimings.in/msrtc/nanded-nagpur/amp/,Dep. Time Route Name Bus service type 06:00 NANDED to NAGPUR via DIGRAS SEMI LUXURY 07:00 NANDED to NAGPUR ORDINARY…
NANDED TO HINGOLI,https://bustimings.in/msrtc/nanded-hingoli/amp/,Dep. Time Route Name Bus service type 05:00 LATUR to AMRAVATI via AHMADPUR ORDINARY EXPRESS 05:15 NANDED to AKOLA ORDINARY…
